# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/flst8788/Genome-Analysis-1MB462/analysis/03_annotation/braker_chr3_ET/braker.gtf" "-o" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/featurecounts/counts.txt" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam
g87	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	19452;19870;20249;21118;21758;22128;22612;23030;23253	19704;20165;20816;21359;21952;22227;22940;23125;24089	-;-;-;-;-;-;-;-;-	2916	0	0	0	0	0	0
g88	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	26122;26695;26922;27299	26388;26802;27014;27364	+;+;+;+	534	0	0	0	0	0	0
g89	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	29969;30603;30893;31596;31780;32126;33098;33450	30542;30835;31545;31696;31893;32817;33284;34444	-;-;-;-;-;-;-;-	3549	0	0	0	0	0	0
g90	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	36102;36506;36884;37459;38025;38256;39044;39315;39500;39668;40181;40486;41083;41625;41990;42275;42736;43107;43405;46249;47013;47323;47635;47958;48612;49683;50111;50496;50800	36362;36622;36961;37551;38139;38380;39142;39389;39597;40078;40310;40683;41324;41885;42191;42622;42976;43308;43543;46922;47202;47541;47853;48193;49540;49849;50384;50700;51088	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6837	0	0	0	0	0	0
g91	contig_121_pilon	2866	3999	-	1134	148	243	174	15	62	92
g92	contig_121_pilon	6314	7573	-	1260	132	253	127	53	67	117
g93	contig_121_pilon;contig_121_pilon	7800;8212	8095;8668	+;+	753	21	62	40	0	18	37
g94	contig_121_pilon	8768	9043	-	276	0	0	1	4	0	19
g95	contig_121_pilon	10698	11261	+	564	0	0	0	0	0	0
g96	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	11314;11671;12798;13343	11520;12360;13171;13628	+;+;+;+	1557	0	0	0	0	0	0
g97	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	22523;23202;23512;24011;24442;25081;25431;25846;26207;26714;27040	22901;23394;23662;24167;24731;25140;25713;25976;26581;26806;27072	+;+;+;+;+;+;+;+;+;+;+	2145	1016	1035	1170	2273	924	1626
g98	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	27243;28310;29172;29446;29666;30217	27261;28702;29240;29552;29819;30308	+;+;+;+;+;+	834	2418	2380	2529	4914	3573	3151
g99	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	32693;32693;33032;33374	32842;32935;33121;33595	+;+;+;+	555	5	7	16	223	416	6
g100	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	34496;34738;34953;35248;35420;35660;36043;36653	34509;34804;35006;35319;35515;35737;36122;37403	-;-;-;-;-;-;-;-	1212	0	4	1	69	25	22
g101	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	37926;38139;38342;38490;38792;39027;39496;42236;42650;42811	37973;38234;38383;38660;38878;39058;39554;42551;42712;42814	+;+;+;+;+;+;+;+;+;+	918	579	899	906	1129	895	1595
g102	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	42844;43046;43255;43447;43637;44910;45348;46172;46860;47163;47869;48256;48768;49455;49938	42897;43105;43304;43507;44725;45140;45461;46558;46965;47607;48130;48535;49277;49539;50610	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4407	1510	1193	1092	1237	450	1607
g103	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	60908;61567;61798;62128;62469;62740;63040;63644;64400;64593;64819;65177;65664;65996	61360;61636;61846;62238;62621;62821;63192;64235;64458;64732;64976;65401;65869;66106	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2562	511	2075	1925	174	102	420
g104	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	77384;77541;77647;78036;78658;78913;79277;79808;80314;80679;81138;81490;81814;82200;82592;82839;83058;83361;83643;83913;84254;84660;84981;85500;86098;86357;87613;88463;89094;89393;89852	77395;77585;77867;78559;78765;79094;79384;79939;80428;80908;81230;81583;81891;82270;82687;82916;83126;83428;83720;84012;84313;84742;85046;85549;86182;86456;87693;88653;89345;89789;89974	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3990	3305	5335	4782	4840	2632	3732
g105	contig_121_pilon;contig_121_pilon;contig_121_pilon	95898;96174;97137	96067;96588;97202	-;-;-	651	229	465	367	149	64	361
g106	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	97391;97391;97680;97704;98103;98421;98491	97572;97603;97761;97761;98186;98549;98549	-;-;-;-;-;-;-	508	180	344	319	162	78	253
g107	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	98821;99058;99436;99775;100131;100587;101268;101754;101989	98837;99169;99640;99896;100376;100820;101521;101874;102168	+;+;+;+;+;+;+;+;+	1491	1136	1014	823	560	452	911
g108	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	104772;104772;105600;105600;105876;105876;106990;106990;107289;107502;107502;107869;107869;108286;108286;108601;108601;109981;109981	105300;105300;105734;105734;105970;105970;107062;107062;107297;107595;107595;107982;107982;108343;108343;109090;109090;110204;110204	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1821	880	615	663	3325	3845	2515
g109	contig_121_pilon;contig_121_pilon;contig_121_pilon	112683;113368;113719	112724;113565;114921	-;-;-	1443	2021	1115	1343	5544	5976	4308
g110	contig_121_pilon;contig_121_pilon	115114;115805	115701;116050	+;+	834	219	141	204	589	549	412
g111	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	146159;146159;146159;146879;146879;146879;147448;147448;147448;147606;147606;147713;147713;148239;148239;148239;149741;149741;149830;150219;150490;150490;150810;150810;151255;151255;151459;151459	146452;146452;146452;147171;147171;147171;147856;147525;147525;147630;147630;147856;147856;148460;148371;148371;149779;149816;149876;150255;150569;150569;150922;150922;151262;151262;151479;151479	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1600	2056	1506	1145	693	268	1554
g112	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	151553;151553;151553;151553;151885;151885;151885;151885;152436;152436;152436;152436;152970;152973;152973;152973;153406;153406;153406;153406;153835;153844;153844;153844;154012;154012;154012;154012;154223;154223;154223;154223;154649;154649;154649;154649;155036;155036;155036;155039	151745;151745;151745;151745;152152;152152;152152;152152;152584;152584;152584;152584;153283;153283;153283;153283;153673;153673;153673;153673;153968;153968;153968;153968;154115;154115;154115;154115;154311;154311;154311;154311;154783;154783;154783;154783;155085;155085;155085;155085	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1704	93	147	96	17	10	97
g113	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	165511;165768;166230;166476;166990;167358;167646;167861;168157;168577;168798;175473;175690	165697;165994;166318;166581;167118;167442;167755;168061;168447;168671;168881;175536;175830	-;-;-;-;-;-;-;-;-;-;-;-;-	1809	1	6	2	0	0	0
g114	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	177223;177475;177867;177867	177730;177730;178282;178282	+;+;+;+	924	329	370	314	216	76	314
g115	contig_121_pilon;contig_121_pilon;contig_121_pilon	181334;181777;182285	181718;181834;182297	+;+;+	456	36	18	22	46	7	45
g116	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	182448;183074;183283;183767;184322;184424;184698;185377	182598;183173;183400;183912;184369;184511;184763;185895	+;+;+;+;+;+;+;+	1236	65	90	47	254	101	155
g117	contig_121_pilon;contig_121_pilon	210900;211227	211122;211342	-;-	339	0	0	0	0	1	0
g118	contig_121_pilon	214284	214808	-	525	4	24	19	29	28	15
g119	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	215782;215782;215782;216985;216985;216985;217356;217356;217356;218071;218071	216040;216040;216040;217193;217193;217193;217883;217934;217930;218124;218119	+;+;+;+;+;+;+;+;+;+;+	1101	792	1439	2341	2110	1508	1465
g120	contig_121_pilon	219629	219988	-	360	0	0	0	0	0	0
g121	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	219663;219795;219871;220096;220408;220412;220436;221171;221171;221171;221482;221482;221482;221796;221796;221796;222155;222155;222155;222368;222368;222368;222710;222710;222710;223041;223041;223041;223384;223384	219753;219998;219972;220129;220908;220908;220908;221237;221237;221237;221556;221556;221556;221847;221847;221847;222240;222240;222240;222442;222442;222442;222804;222804;222804;223167;223152;223152;223407;223407	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1431	907	1072	1130	1799	1608	1640
g122	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	224402;224928;225209;225478;226035;226443;226863;227081;227329;227912;228275;228803;229176;229470;229736;229993;230610	224783;225024;225257;225573;226281;226530;226954;227189;227428;228052;228439;228976;229304;229585;229883;230056;231331	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2919	2189	3292	2668	3237	1463	3242
g123	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	231425;233493;235583;235858;236217;236831;237278;237502;237986;238343;238621;241817	231886;233659;235768;235951;236564;237157;237407;237734;238255;238532;239246;242041	-;-;-;-;-;-;-;-;-;-;-;-	3258	62	132	88	75	31	100
g124	contig_121_pilon;contig_121_pilon;contig_121_pilon	242749;243268;243574	242847;243432;243858	+;+;+	549	0	0	0	0	0	0
g125	contig_121_pilon;contig_121_pilon;contig_121_pilon	244060;244497;245106	244151;244797;245441	+;+;+	729	0	0	0	0	0	0
g126	contig_121_pilon;contig_121_pilon	245490;245945	245845;246299	+;+	711	0	0	0	0	0	0
g127	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	254339;254605;254780;255083;255435	254483;254706;254919;255344;256333	+;+;+;+;+	1548	0	0	0	0	0	0
g128	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	257546;257862;259574;259984	257657;258223;259864;260142	-;-;-;-	924	0	0	0	1	0	0
g129	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	260287;260960;261648;262639;262810;263439;263871;265340;266097;266352;266561;266754	260841;261475;262343;262729;263207;263648;264038;265413;266189;266417;266677;266877	-;-;-;-;-;-;-;-;-;-;-;-	3108	0	0	0	0	0	0
g130	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	270600;270939;272985;273301;274094	270693;271039;273093;273968;274105	+;+;+;+;+	984	0	0	0	0	0	0
g131	contig_121_pilon;contig_121_pilon;contig_121_pilon	275148;275534;276450	275465;276394;276722	-;-;-	1452	0	0	0	0	0	0
g132	contig_121_pilon;contig_121_pilon	276785;276962	276872;277137	-;-	264	0	0	0	0	0	0
g133	contig_121_pilon	278082	279083	+	1002	0	0	0	0	0	0
g134	contig_121_pilon;contig_121_pilon;contig_121_pilon	283685;284098;284371	283860;284305;284637	+;+;+	651	0	0	0	0	0	0
g135	contig_121_pilon	284789	285730	+	942	0	0	0	0	0	0
g136	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	293031;293296;293517;294461	293206;293430;294334;295020	+;+;+;+	1689	0	0	0	0	0	0
g137	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	299116;299647;300169;300457;300581;301825;303061;303450;303621	299499;299910;300348;300539;301507;302972;303197;303564;304180	-;-;-;-;-;-;-;-;-	3798	0	0	0	0	0	0
g138	contig_121_pilon	304220	304540	-	321	0	0	0	0	0	0
g139	contig_121_pilon	304595	304858	-	264	0	0	0	0	0	0
g140	contig_121_pilon;contig_121_pilon;contig_121_pilon	304966;305143;307003	305013;305211;307419	+;+;+	534	0	0	0	0	0	0
g141	contig_121_pilon;contig_121_pilon	311366;311599	311528;311765	-;-	330	0	0	0	0	0	0
g142	contig_121_pilon	313676	314770	+	1095	0	0	0	0	0	0
g143	contig_121_pilon;contig_121_pilon	315168;315556	315394;315724	-;-	396	0	0	0	0	0	0
g144	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	315829;316169;316779;318473;318818;319170	316055;316733;317060;318595;319119;319575	+;+;+;+;+;+	1905	0	0	0	0	0	0
g145	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	319649;319870;320841;321702;321972;322895	319823;320549;321393;321850;322415;323995	+;+;+;+;+;+	3102	0	0	0	0	0	0
g146	contig_121_pilon;contig_121_pilon	324162;324696	324388;325029	-;-	561	0	0	0	0	0	0
g147	contig_121_pilon;contig_121_pilon;contig_121_pilon	325161;325444;325706	325385;325660;326052	+;+;+	789	0	0	0	0	0	0
g148	contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon;contig_121_pilon	328342;328700;329303;329495;330166	328626;329077;329401;329974;330201	-;-;-;-;-	1278	0	0	0	0	0	0
g149	contig_122_pilon	1	230	+	230	0	0	0	0	0	0
g150	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	1051;2277;2604;2904	1422;2543;2814;2974	-;-;-;-	921	0	0	0	0	0	0
g151	contig_122_pilon;contig_122_pilon;contig_122_pilon	3186;3682;4032	3538;3824;4291	+;+;+	756	0	0	0	0	0	1
g152	contig_122_pilon;contig_122_pilon;contig_122_pilon	4381;6526;6816	4522;6663;7216	+;+;+	681	0	0	0	0	0	0
g153	contig_122_pilon;contig_122_pilon;contig_122_pilon	16436;16649;16803	16594;16753;16850	-;-;-	312	0	6	2	0	0	6
g154	contig_122_pilon	17562	17897	-	336	15	136	232	40	21	24
g155	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	19701;20027;20384;20752;21048;21318;21491;21779;22017;22440;22714;22991;23291;23763;24653;24968;25852;26187;26585;26973	19794;20171;20455;20823;21191;21392;21562;21850;22085;22505;22785;23080;23371;24262;24802;25269;25903;26431;26719;27365	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2901	2457	11907	14022	2912	1802	2489
g156	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	27419;27419;27660;27660;28032;28104;28248;28248;31982;31982	27543;27543;27742;27742;28175;28175;28304;28304;32067;32067	+;+;+;+;+;+;+;+;+;+	495	204	1261	1060	185	159	309
g157	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	32222;33029;33295;33814;34047;34613;34898;35264;35594;36054;36455;36879;37111;37657;38091;38444;38840;39189;39425;39631;39988;40416	32249;33135;33582;33911;34209;34723;35132;35499;35869;36315;36647;36948;37263;37756;38185;38641;38896;39260;39523;39762;40161;40577	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3309	1644	967	902	578	831	894
g158	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	46264;46815;47284;47870	46698;46917;47781;47910	-;-;-;-	1077	15723	21909	26058	10238	7772	12472
g159	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	55026;55381;55754;57062;57505;57878;58287;58817;59125;59298;61976;62431;62433;63318;63318;63627;63627;64155;64155	55082;55574;56057;57272;57734;58009;58409;58955;59185;59352;62225;62909;62909;63437;63437;63870;63870;64429;64429	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2874	9299	4555	7507	12794	7849	13361
g160	contig_122_pilon;contig_122_pilon	61827;62199	62122;62211	-;-	309	0	0	0	0	0	0
g161	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	67882;68505;68922;72970	68362;68802;68972;73015	-;-;-;-	876	821	1199	1130	2211	1517	2203
g162	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	73074;73702;74125;74422;74941;75431;76011;76589;77545	73092;73824;74177;74482;75082;75442;76441;76947;77862	-;-;-;-;-;-;-;-;-	1518	769	1167	1534	1318	1727	1754
g163	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	77956;77956;78143;78143;78363;78363;78515;78515;80308;80308;80543;80588	78008;78008;78307;78307;78473;78473;78558;78558;80392;80392;80633;80633	+;+;+;+;+;+;+;+;+;+;+;+	549	58	70	119	68	80	74
g164	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	80690;81383;81919;82425;82753	81172;81550;82275;82597;83005	+;+;+;+;+	1434	980	1229	1116	313	480	524
g165	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	84751;84991;84995;85620;85620	84802;85283;85283;86028;86028	-;-;-;-;-	754	3863	919	1033	2589	3440	8334
g166	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	88954;89411;89601;89605;89843;89849;89908;90051;90051;90051;90445;90445;90445;90750;90750;90750;91118;91118;91118;91504;91504;91504	89035;89427;89618;89618;89848;89923;89923;90216;90216;90216;90599;90599;90599;90923;90923;90923;91279;91279;91279;91779;91779;91779	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1131	612	596	402	814	450	1046
g167	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	94878;94956;95605;95748;96784;97390;97751;98110;98619;99050;99577;100002;100374;100614;101050;101649;102044;102613;103120;103325;103978;104282;104691;105412;107563	94880;95202;95635;95860;97019;97565;97934;98200;98782;99139;99738;100063;100461;100774;101290;101795;102442;102846;103198;103835;104062;104477;105043;105633;108516	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5229	1195	1293	1184	1350	610	1297
g168	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	120639;120878;122277;122615	120728;121028;122451;122744	+;+;+;+	546	0	0	0	0	0	0
g169	contig_122_pilon;contig_122_pilon	125098;125445	125290;125686	-;-	435	0	0	0	0	0	0
g170	contig_122_pilon	130990	131238	+	249	0	0	4	0	0	0
g171	contig_122_pilon;contig_122_pilon	131279;131795	131723;131919	-;-	570	63	65	92	32	26	83
g172	contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon;contig_122_pilon	132349;132349;133038;133038;133635;133635;133927;133927;134255;134255;134511;134511;134749;134762	132588;132588;133268;133268;133709;133709;134142;134142;134344;134344;134677;134677;134836;134873	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1144	193	239	237	85	135	167
